0	,	11.22
1	,	13.55
2	,	15.88
3	,	18.21
4	,	20.54
5	,	22.87
6	,	25.20
7	,	27.53
8	,	29.86
9	,	32.19
10	,	34.52
11	,	36.85
12	,	39.18
13	,	41.51
14	,	43.84
15	,	46.17
16	,	48.50
17	,	50.83
18	,	53.16
19	,	55.49
20	,	57.82
21	,	60.15
22	,	62.48
23	,	64.81
24	,	67.14
25	,	69.47
26	,	71.80
27	,	74.13
28	,	76.46
29	,	78.79
30	,	81.12
31	,	83.45
32	,	85.78
33	,	88.11
34	,	90.44
35	,	92.77
36	,	95.10
37	,	97.43
38	,	99.76
39	,	102.09
40	,	104.42
41	,	106.75
42	,	109.08
43	,	111.41
44	,	113.74
45	,	116.07
46	,	118.40
47	,	120.73
48	,	123.06
49	,	125.39
50	,	127.72
51	,	130.05
52	,	132.38
53	,	134.71
54	,	137.04
55	,	139.37
56	,	141.70
57	,	144.03
58	,	146.36
59	,	148.69
60	,	151.02
61	,	153.35
62	,	155.68
63	,	158.01
64	,	160.34
65	,	162.67
66	,	165.00
67	,	167.33
68	,	169.66
69	,	171.99
70	,	174.32
71	,	176.65
72	,	178.98
73	,	181.31
74	,	183.64
75	,	185.97
76	,	188.30
77	,	190.63
78	,	192.96
79	,	195.29
80	,	197.62
81	,	199.95
82	,	202.28
83	,	204.61
84	,	206.94
85	,	209.27
86	,	211.60
87	,	213.93
88	,	216.26
89	,	218.59
90	,	220.92
91	,	223.25
92	,	225.58
93	,	227.91
94	,	230.24
95	,	232.57
96	,	234.90
97	,	237.23
98	,	239.56
99	,	241.89
100	,	244.22
101	,	246.55
102	,	248.88
103	,	251.21
104	,	253.54
105	,	255.87
106	,	258.20
107	,	260.53
108	,	262.86
109	,	265.19
110	,	267.52
111	,	269.85
112	,	272.18
113	,	274.51
114	,	276.84
115	,	279.17
116	,	281.50
117	,	283.83
118	,	286.16
119	,	288.49
120	,	290.82
121	,	293.15
122	,	295.48
123	,	297.81
124	,	300.14
125	,	302.47
126	,	304.80
127	,	307.13
128	,	309.46
129	,	311.79
130	,	314.12
131	,	316.45
132	,	318.78
133	,	321.11
134	,	323.44
135	,	325.77
136	,	328.10
137	,	330.43
138	,	332.76
139	,	335.09
140	,	337.42
141	,	339.75
142	,	342.08
143	,	344.41
144	,	346.74
145	,	349.07
146	,	351.40
147	,	353.73
148	,	356.06
149	,	358.39
150	,	360.72
151	,	363.05
152	,	365.38
153	,	367.71
154	,	370.04
155	,	372.37
156	,	374.70
157	,	377.03
158	,	379.36
159	,	381.69
160	,	384.02
161	,	386.35
162	,	388.68
163	,	391.01
164	,	393.34
165	,	395.67
166	,	398.00
167	,	400.33
168	,	402.66
169	,	404.99
170	,	407.32
171	,	409.65
172	,	411.98
173	,	414.31
174	,	416.64
175	,	418.97
176	,	421.30
177	,	423.63
178	,	425.96
179	,	428.29
180	,	430.62
181	,	432.95
182	,	435.28
183	,	437.61
184	,	439.94
185	,	442.27
186	,	444.60
187	,	446.93
188	,	449.26
189	,	451.59
190	,	453.92
191	,	456.25
192	,	458.58
193	,	460.91
194	,	463.24
195	,	465.57
196	,	467.90
197	,	470.23
198	,	472.56
199	,	474.89
200	,	477.22
